Building_Class,Lot_Size,Brick_Veneer_Area,BsmtFinSF2,LowQualFinSF,Underground_Full_Bathroom,Underground_Half_Bathroom,Half_Bathroom_Above_Grade,Fireplaces,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Miscellaneous_Value,Sale_Price,House_Design,House_Type,Exterior_Material,Exterior_Condition,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,Heating_Quality,Electrical_System,Kitchen_Quality,Functional_Rate,Garage_Finish_Year,Garage_Quality,Garage_Condition,Pavedd_Drive,Sale_Condition,Zoning_Class_FVR,Zoning_Class_RHD,Zoning_Class_RLD,Zoning_Class_RMD,Property_Shape_IR2,Property_Shape_IR3,Property_Shape_Reg,Land_Outline_HLS,Land_Outline_Low,Land_Outline_Lvl,Lot_Configuration_CulDSac,Lot_Configuration_FR2P,Lot_Configuration_FR3P,Lot_Configuration_I,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Roof_Design_Gable,Roof_Design_Gambrel,Roof_Design_Hip,Roof_Design_Mansard,Roof_Design_Shed,Roof_Quality_M,Roof_Quality_ME,Roof_Quality_R,Roof_Quality_SS,Roof_Quality_TG,Roof_Quality_WS,Roof_Quality_WSh,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_Type_CB,Foundation_Type_PC,Foundation_Type_S,Foundation_Type_SL,Foundation_Type_W,Garage_2Types,Garage_Attchd,Garage_Basment,Garage_BuiltIn,Garage_CarPort,Garage_Detchd,Sale_Type_CWD,Sale_Type_Con,Sale_Type_ConLD,Sale_Type_ConLI,Sale_Type_ConLw,Sale_Type_New,Sale_Type_Oth,Sale_Type_WD,Air_Conditioning_Binary
0.07277097022846654,-0.20711081243609217,0.510905277773292,-0.2877444276440892,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,1.2286406791174023,-0.9518476188535958,0.5672961624452357,0.32299484681894175,-0.06916877958846099,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,0.3468869791061253,3.0,0.0,3.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,8.0,2.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.8730895693112466,-0.09189482141002023,-0.5746744403903536,-0.2877444276440892,-0.12028351955353951,-0.8192691117145952,3.947370228415619,-0.7609117635377474,0.5998235274116515,0.8487462242223623,0.39890794156585646,-0.15555927066773712,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,0.006997903046094346,0.0,0.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,8.0,2.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.07277097022846654,0.0734150787578221,0.3225904287040881,-0.2877444276440892,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,1.2286406791174023,0.5998235274116515,-0.5361606418203458,-0.2331790261651679,-1.1545665183494251,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,0.5357142435839203,3.0,0.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,8.0,2.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.30923610511339483,-0.09690421232419727,-0.5746744403903536,-0.2877444276440892,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,-0.7609117635377474,0.5998235274116515,-0.3692681915636606,-0.1131373353150825,0.5925342626918533,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-0.5154241953424717,3.0,0.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,8.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.07277097022846654,0.37498041179127994,1.3638607706161563,-0.2877444276440892,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,1.2286406791174023,0.5998235274116515,-0.8307697544492881,-0.40116827921412435,-0.045512742078706536,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,0.8693090774946913,3.0,0.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,8.0,2.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.16369416465646175,0.36045317814016653,-0.5746744403903536,-0.2877444276440892,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,1.2286406791174023,-0.9518476188535958,-0.7406122027718725,-0.16415827591816318,0.7462626098628525,10.798716543449194,-0.2703077024444042,-0.06871539531714406,1.3232259923343728,-0.47765874244691275,1.0,0.0,2.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,8.0,1.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.8730895693112466,-0.04340391736078648,0.4555185574588202,-0.2877444276440892,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,-0.7609117635377474,0.5998235274116515,-0.4325995999316742,1.049775682850946,-0.5159558225523954,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,1.5868526825103122,0.0,0.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,8.0,2.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.07277097022846654,-0.013547947512291316,0.7546068471569675,-0.08922492418849107,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,1.2286406791174023,2.151494673676899,0.8663887338736219,1.524359508019245,0.8534420804399727,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,0.6177539520824351,0.23988486256870814,3.0,0.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,8.0,2.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.16369416465646175,-0.44054842903674224,-0.5746744403903536,-0.2877444276440892,-0.12028351955353951,-0.8192691117145952,-0.24114843577229964,-0.7609117635377474,2.151494673676899,-0.9383301434836724,0.15008028982436805,0.8801688134238858,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-0.6425678867575203,1.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,7.0,1.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3.1468177237325343,-0.3103042652681392,-0.5746744403903536,-0.2877444276440892,-0.12028351955353951,1.1086561044008796,-0.24114843577229964,-0.7609117635377474,2.151494673676899,-0.49611631159513464,0.17815836252596265,0.5409434906067914,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-0.7923708499099044,2.0,1.0,2.0,2.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,8.0,2.0,4.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
